,Op name,Op type,Is parameter,Is input,Is output,Variable name,Noise:Signal Power Ratio,Noise Mean,Noise Std,Noise Skewness,Noise Kurtosis,Noise Hist,Noise Max,Noise Min,Quantized Mean,Quantized Std,Quantized Skewness,Quantized Kurtosis,Quantized Hist,Quantized Max,Quantized Min,Float Mean,Float Std,Float Skewness,Float Kurtosis,Float Hist,Float Max,Float Min
0,Conv_0,Conv,False,True,False,input0,2.0049310478498228e-05,1.2895537111035082e-05,0.005381070077419281,-1.9066035747528076e-05,-1.1988078355789185,"[313.0, 278.0, 287.0, 272.0, 305.0, 309.0, 291.0, 335.0, 282.0, 343.0, 299.0, 292.0, 298.0, 289.0, 268.0, 310.0, 288.0, 306.0, 297.0, 289.0, 329.0, 297.0, 280.0, 287.0, 330.0, 278.0, 306.0, 252.0, 306.0, 317.0, 268.0, 15.0]",0.009973764419555664,-0.009305596351623535,-0.027865998446941376,1.2016164064407349,0.2623399794101715,-0.9099550247192383,"[162.0, 187.0, 367.0, 383.0, 323.0, 381.0, 386.0, 405.0, 380.0, 362.0, 399.0, 373.0, 383.0, 359.0, 350.0, 338.0, 351.0, 325.0, 338.0, 325.0, 310.0, 250.0, 266.0, 269.0, 215.0, 187.0, 182.0, 169.0, 152.0, 153.0, 100.0, 86.0]",2.6489033699035645,-2.1079301834106445,-0.0278788935393095,1.2014433145523071,0.2616991698741913,-0.9112570285797119,"[162.0, 187.0, 367.0, 383.0, 323.0, 381.0, 354.0, 437.0, 354.0, 375.0, 386.0, 399.0, 336.0, 389.0, 348.0, 333.0, 339.0, 346.0, 312.0, 341.0, 307.0, 271.0, 247.0, 275.0, 218.0, 193.0, 180.0, 154.0, 156.0, 165.0, 108.0, 90.0]",2.640000104904175,-2.1179039478302
1,Conv_0,Conv,True,True,False,250,0.00010696627577999607,-5.5242438975255936e-05,0.0013306991895660758,0.008080901578068733,-1.3432015180587769,"[369.0, 216.0, 396.0, 486.0, 324.0, 315.0, 225.0, 396.0, 432.0, 207.0, 198.0, 171.0, 162.0, 162.0, 324.0, 180.0, 405.0, 270.0, 198.0, 99.0, 378.0, 369.0, 261.0, 522.0, 198.0, 54.0, 567.0, 198.0, 414.0, 378.0, 72.0, 270.0]",0.002234651707112789,-0.0022246837615966797,-0.006680741906166077,0.12848562002182007,0.2538050413131714,5.468452453613281,"[45.0, 0.0, 0.0, 0.0, 90.0, 0.0, 27.0, 54.0, 108.0, 72.0, 333.0, 153.0, 90.0, 432.0, 1233.0, 3177.0, 1512.0, 531.0, 351.0, 198.0, 270.0, 135.0, 72.0, 63.0, 108.0, 18.0, 72.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0.5799061059951782,-0.5753756165504456,-0.006625499576330185,0.12860406935214996,0.23650020360946655,5.443525314331055,"[45.0, 0.0, 0.0, 0.0, 90.0, 0.0, 27.0, 54.0, 108.0, 72.0, 333.0, 153.0, 90.0, 432.0, 1215.0, 2943.0, 1728.0, 567.0, 288.0, 261.0, 252.0, 135.0, 90.0, 63.0, 108.0, 18.0, 72.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0.5781242251396179,-0.5771574378013611
2,Conv_0,Conv,True,True,False,251,1.046343678368089e-09,5.530106136575341e-06,2.8281339837121777e-05,-0.4840712547302246,-1.4506475925445557,"[900.0, 0.0, 1026.0, 0.0, 1116.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 945.0, 0.0, 0.0, 0.0, 0.0, 1152.0, 0.0, 1026.0, 0.0, 0.0, 963.0, 0.0, 0.0, 2088.0]",3.6597251892089844e-05,-3.892183303833008e-05,0.8440215587615967,0.2849510908126831,-0.5510283708572388,-0.5579075813293457,"[945.0, 0.0, 0.0, 0.0, 1026.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2079.0, 900.0, 0.0, 1152.0, 0.0, 1089.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 1026.0]",1.248769760131836,0.3072906732559204,0.8440160751342773,0.284954309463501,-0.5510148406028748,-0.5578336715698242,"[945.0, 0.0, 0.0, 0.0, 1026.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2079.0, 900.0, 0.0, 1152.0, 0.0, 1089.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 1026.0]",1.248801827430725,0.3072848618030548
3,Conv_0,Conv,False,False,True,249,8.964260632637888e-05,-3.6868505048914813e-06,0.009680959396064281,0.18617479503154755,1.6040763854980469,"[7.0, 4.0, 11.0, 16.0, 57.0, 67.0, 94.0, 136.0, 184.0, 279.0, 406.0, 590.0, 769.0, 995.0, 1306.0, 1222.0, 990.0, 689.0, 474.0, 269.0, 207.0, 127.0, 89.0, 75.0, 44.0, 24.0, 26.0, 14.0, 16.0, 24.0, 3.0, 2.0]",0.04424089193344116,-0.03775286674499512,0.8279479146003723,0.6002655625343323,-1.236997365951538,16.216320037841797,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 7.0, 10.0, 8.0, 30.0, 24.0, 50.0, 90.0, 178.0, 810.0, 2157.0, 3741.0, 1866.0, 145.0, 45.0, 9.0, 11.0, 9.0, 8.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.10985803604126,-6.441272735595703,0.8279516696929932,0.599931538105011,-1.248746395111084,16.216615676879883,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 7.0, 10.0, 8.0, 31.0, 24.0, 50.0, 89.0, 179.0, 808.0, 2078.0, 3823.0, 1862.0, 145.0, 46.0, 10.0, 11.0, 9.0, 7.0, 9.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.102578163146973,-6.434101581573486
4,Relu_1,Relu,False,True,False,249,8.964260632637888e-05,-3.6868505048914813e-06,0.009680959396064281,0.18617479503154755,1.6040763854980469,"[7.0, 4.0, 11.0, 16.0, 57.0, 67.0, 94.0, 136.0, 184.0, 279.0, 406.0, 590.0, 769.0, 995.0, 1306.0, 1222.0, 990.0, 689.0, 474.0, 269.0, 207.0, 127.0, 89.0, 75.0, 44.0, 24.0, 26.0, 14.0, 16.0, 24.0, 3.0, 2.0]",0.04424089193344116,-0.03775286674499512,0.8279479146003723,0.6002655625343323,-1.236997365951538,16.216320037841797,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 7.0, 10.0, 8.0, 30.0, 24.0, 50.0, 90.0, 178.0, 810.0, 2157.0, 3741.0, 1866.0, 145.0, 45.0, 9.0, 11.0, 9.0, 8.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.10985803604126,-6.441272735595703,0.8279516696929932,0.599931538105011,-1.248746395111084,16.216615676879883,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 7.0, 10.0, 8.0, 31.0, 24.0, 50.0, 89.0, 179.0, 808.0, 2078.0, 3823.0, 1862.0, 145.0, 46.0, 10.0, 11.0, 9.0, 7.0, 9.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.102578163146973,-6.434101581573486
5,Relu_1,Relu,False,False,True,167,0.00024352774198632687,-0.00038294793921522796,0.015412927605211735,-21.631385803222656,1136.2738037109375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 2905.0, 6050.0, 224.0]",0.0518420934677124,-0.8611969947814941,0.8673524856567383,0.47120293974876404,1.2916077375411987,9.981560707092285,"[702.0, 718.0, 855.0, 1208.0, 1932.0, 1554.0, 1298.0, 644.0, 140.0, 45.0, 40.0, 20.0, 13.0, 3.0, 5.0, 5.0, 6.0, 5.0, 2.0, 4.0, 2.0, 3.0, 7.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",6.2413811683654785,0.0,0.8677354454994202,0.47227489948272705,1.4079087972640991,11.95510482788086,"[790.0, 989.0, 913.0, 1978.0, 1889.0, 1555.0, 797.0, 144.0, 55.0, 32.0, 23.0, 7.0, 4.0, 5.0, 7.0, 6.0, 2.0, 4.0, 4.0, 7.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",7.102578163146973,0.0
6,Conv_2,Conv,False,True,False,167,0.00024352774198632687,-0.00038294793921522796,0.015412927605211735,-21.631385803222656,1136.2738037109375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 2905.0, 6050.0, 224.0]",0.0518420934677124,-0.8611969947814941,0.8673524856567383,0.47120293974876404,1.2916077375411987,9.981560707092285,"[702.0, 718.0, 855.0, 1208.0, 1932.0, 1554.0, 1298.0, 644.0, 140.0, 45.0, 40.0, 20.0, 13.0, 3.0, 5.0, 5.0, 6.0, 5.0, 2.0, 4.0, 2.0, 3.0, 7.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",6.2413811683654785,0.0,0.8677354454994202,0.47227489948272705,1.4079087972640991,11.95510482788086,"[790.0, 989.0, 913.0, 1978.0, 1889.0, 1555.0, 797.0, 144.0, 55.0, 32.0, 23.0, 7.0, 4.0, 5.0, 7.0, 6.0, 2.0, 4.0, 4.0, 7.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",7.102578163146973,0.0
7,Conv_2,Conv,True,True,False,253,8.540344424545765e-05,0.0012122316984459758,0.01632436364889145,-0.15354222059249878,-1.1048760414123535,"[315.0, 387.0, 360.0, 108.0, 297.0, 117.0, 135.0, 261.0, 198.0, 405.0, 279.0, 216.0, 405.0, 288.0, 0.0, 225.0, 0.0, 198.0, 441.0, 657.0, 621.0, 270.0, 315.0, 297.0, 306.0, 297.0, 234.0, 117.0, 162.0, 144.0, 459.0, 702.0]",0.026699066162109375,-0.027812035754323006,-0.0944550558924675,1.7665611505508423,-0.20570677518844604,6.176480293273926,"[180.0, 117.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 162.0, 279.0, 171.0, 405.0, 828.0, 774.0, 3528.0, 1359.0, 342.0, 216.0, 0.0, 189.0, 252.0, 108.0, 135.0, 0.0, 0.0, 99.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.0]",7.744444370269775,-6.462989330291748,-0.0956672877073288,1.7687172889709473,-0.22350788116455078,6.156652450561523,"[180.0, 117.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 162.0, 279.0, 171.0, 405.0, 828.0, 774.0, 3105.0, 1782.0, 342.0, 216.0, 0.0, 117.0, 324.0, 108.0, 0.0, 135.0, 0.0, 99.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.0]",7.717745780944824,-6.489688396453857
8,Conv_2,Conv,True,True,False,254,4.714367918268181e-08,-0.00022152482415549457,0.00029238773277029395,0.6012932658195496,-0.4491398334503174,"[1116.0, 900.0, 945.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1026.0, 0.0, 0.0, 999.0, 963.0, 0.0, 0.0, 0.0, 0.0, 1152.0, 0.0, 0.0, 1089.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1026.0]",0.0003790557384490967,-0.0005815029144287109,1.3102539777755737,1.0662050247192383,1.2053430080413818,0.6273775100708008,"[963.0, 1026.0, 0.0, 1089.0, 0.0, 0.0, 945.0, 999.0, 0.0, 0.0, 900.0, 0.0, 0.0, 1026.0, 0.0, 1116.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1152.0]",3.73514986038208,0.13636910915374756,1.3104757070541382,1.0662617683410645,1.2047014236450195,0.6260299682617188,"[963.0, 1026.0, 0.0, 1089.0, 0.0, 0.0, 945.0, 999.0, 0.0, 0.0, 900.0, 0.0, 0.0, 1026.0, 0.0, 1116.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1152.0]",3.7352170944213867,0.1365635097026825
9,Conv_2,Conv,False,False,True,252,0.001307830447331071,0.018963627517223358,0.05917846038937569,1.122674584388733,21.492942810058594,"[5.0, 19.0, 287.0, 1123.0, 2276.0, 2899.0, 1829.0, 621.0, 136.0, 17.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2456722259521484,-0.22450542449951172,1.2115960121154785,1.2350126504898071,-1.2262625694274902,7.162253379821777,"[2.0, 1.0, 1.0, 4.0, 4.0, 8.0, 8.0, 6.0, 10.0, 10.0, 6.0, 11.0, 26.0, 33.0, 63.0, 109.0, 213.0, 992.0, 1480.0, 1738.0, 1881.0, 846.0, 1109.0, 483.0, 123.0, 24.0, 12.0, 9.0, 3.0, 0.0, 0.0, 1.0]",7.66803503036499,-9.391739845275879,1.1926324367523193,1.237038016319275,-1.2108545303344727,7.295559883117676,"[2.0, 0.0, 0.0, 2.0, 1.0, 6.0, 6.0, 9.0, 8.0, 11.0, 8.0, 7.0, 14.0, 26.0, 39.0, 76.0, 119.0, 325.0, 1359.0, 1939.0, 1935.0, 1098.0, 1121.0, 759.0, 276.0, 37.0, 18.0, 10.0, 4.0, 0.0, 0.0, 1.0]",7.611088752746582,-10.177848815917969
