,Op name,Op type,Is parameter,Is input,Is output,Variable name,Noise:Signal Power Ratio,Noise Mean,Noise Std,Noise Skewness,Noise Kurtosis,Noise Hist,Noise Max,Noise Min,Quantized Mean,Quantized Std,Quantized Skewness,Quantized Kurtosis,Quantized Hist,Quantized Max,Quantized Min,Float Mean,Float Std,Float Skewness,Float Kurtosis,Float Hist,Float Max,Float Min
0,Conv_0,Conv,False,True,False,input0,2.0049310478498228e-05,1.2895537111035082e-05,0.005381070077419281,-1.9066035747528076e-05,-1.1988078355789185,"[313.0, 278.0, 287.0, 272.0, 305.0, 309.0, 291.0, 335.0, 282.0, 343.0, 299.0, 292.0, 298.0, 289.0, 268.0, 310.0, 288.0, 306.0, 297.0, 289.0, 329.0, 297.0, 280.0, 287.0, 330.0, 278.0, 306.0, 252.0, 306.0, 317.0, 268.0, 15.0]",0.009973764419555664,-0.009305596351623535,-0.027865998446941376,1.2016164064407349,0.2623399794101715,-0.9099550247192383,"[162.0, 187.0, 367.0, 383.0, 323.0, 381.0, 386.0, 405.0, 380.0, 362.0, 399.0, 373.0, 383.0, 359.0, 350.0, 338.0, 351.0, 325.0, 338.0, 325.0, 310.0, 250.0, 266.0, 269.0, 215.0, 187.0, 182.0, 169.0, 152.0, 153.0, 100.0, 86.0]",2.6489033699035645,-2.1079301834106445,-0.0278788935393095,1.2014433145523071,0.2616991698741913,-0.9112570285797119,"[162.0, 187.0, 367.0, 383.0, 323.0, 381.0, 354.0, 437.0, 354.0, 375.0, 386.0, 399.0, 336.0, 389.0, 348.0, 333.0, 339.0, 346.0, 312.0, 341.0, 307.0, 271.0, 247.0, 275.0, 218.0, 193.0, 180.0, 154.0, 156.0, 165.0, 108.0, 90.0]",2.640000104904175,-2.1179039478302
1,Conv_0,Conv,True,True,False,304,0.00010268894402543083,0.00011547673057066277,0.0013341876910999417,-0.10526572167873383,-1.170891284942627,"[171.0, 351.0, 261.0, 162.0, 288.0, 189.0, 396.0, 414.0, 198.0, 162.0, 387.0, 162.0, 279.0, 216.0, 54.0, 225.0, 351.0, 531.0, 558.0, 279.0, 270.0, 324.0, 198.0, 126.0, 297.0, 450.0, 351.0, 126.0, 423.0, 315.0, 378.0, 324.0]",0.002315714955329895,-0.002327166497707367,-0.006456007715314627,0.131858229637146,0.16036471724510193,5.406410217285156,"[45.0, 0.0, 0.0, 0.0, 90.0, 0.0, 27.0, 54.0, 108.0, 72.0, 261.0, 162.0, 90.0, 315.0, 1260.0, 2367.0, 2124.0, 729.0, 360.0, 342.0, 225.0, 99.0, 153.0, 63.0, 108.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0.5866056084632874,-0.600572407245636,-0.006571484729647636,0.13198915123939514,0.16304093599319458,5.401167869567871,"[45.0, 0.0, 0.0, 0.0, 90.0, 0.0, 27.0, 54.0, 108.0, 72.0, 261.0, 162.0, 90.0, 315.0, 1260.0, 2331.0, 2160.0, 729.0, 360.0, 342.0, 225.0, 99.0, 153.0, 63.0, 90.0, 18.0, 90.0, 0.0, 0.0, 0.0, 0.0, 72.0]",0.5860824584960938,-0.6010955572128296
2,Conv_0,Conv,True,True,False,305,7.617884101307482e-10,-7.369380909949541e-07,2.507306999177672e-05,0.5802116990089417,-1.2979435920715332,"[1152.0, 0.0, 1026.0, 0.0, 0.0, 2061.0, 1089.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1026.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 900.0, 0.0, 0.0, 0.0, 963.0, 0.0, 999.0]",4.0411949157714844e-05,-2.9146671295166016e-05,0.8613955974578857,0.28960511088371277,-0.4702652394771576,-0.5102131366729736,"[945.0, 0.0, 0.0, 0.0, 0.0, 1026.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2079.0, 900.0, 0.0, 1152.0, 0.0, 1089.0, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 1026.0]",1.2885448932647705,0.3071768581867218,0.861396312713623,0.28960245847702026,-0.47022342681884766,-0.5102548599243164,"[945.0, 0.0, 0.0, 0.0, 0.0, 1026.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2079.0, 900.0, 0.0, 1152.0, 0.0, 1089.0, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 1026.0]",1.2885677814483643,0.30719393491744995
3,Conv_0,Conv,False,False,True,303,4.4994561903877184e-05,6.16400211583823e-05,0.007018973585218191,-0.04784350097179413,0.34040093421936035,"[2.0, 1.0, 1.0, 3.0, 8.0, 16.0, 41.0, 57.0, 96.0, 183.0, 264.0, 421.0, 567.0, 778.0, 925.0, 1017.0, 1075.0, 981.0, 828.0, 699.0, 514.0, 293.0, 218.0, 90.0, 60.0, 35.0, 25.0, 8.0, 4.0, 3.0, 2.0, 1.0]",0.0311928391456604,-0.031731247901916504,0.8441954255104065,0.6180640459060669,-1.2211593389511108,16.43985939025879,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 6.0, 8.0, 11.0, 28.0, 24.0, 53.0, 91.0, 185.0, 823.0, 2354.0, 3663.0, 1734.0, 136.0, 44.0, 11.0, 12.0, 6.0, 9.0, 7.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.36972713470459,-6.670350074768066,0.844133734703064,0.6183667182922363,-1.2284005880355835,16.486019134521484,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 7.0, 8.0, 11.0, 28.0, 26.0, 53.0, 84.0, 186.0, 817.0, 2329.0, 3673.0, 1759.0, 135.0, 45.0, 11.0, 12.0, 6.0, 8.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.369569301605225,-6.676177501678467
4,Clip_3,Clip,False,True,False,303,4.4994561903877184e-05,6.16400211583823e-05,0.007018973585218191,-0.04784350097179413,0.34040093421936035,"[2.0, 1.0, 1.0, 3.0, 8.0, 16.0, 41.0, 57.0, 96.0, 183.0, 264.0, 421.0, 567.0, 778.0, 925.0, 1017.0, 1075.0, 981.0, 828.0, 699.0, 514.0, 293.0, 218.0, 90.0, 60.0, 35.0, 25.0, 8.0, 4.0, 3.0, 2.0, 1.0]",0.0311928391456604,-0.031731247901916504,0.8441954255104065,0.6180640459060669,-1.2211593389511108,16.43985939025879,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 6.0, 8.0, 11.0, 28.0, 24.0, 53.0, 91.0, 185.0, 823.0, 2354.0, 3663.0, 1734.0, 136.0, 44.0, 11.0, 12.0, 6.0, 9.0, 7.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.36972713470459,-6.670350074768066,0.844133734703064,0.6183667182922363,-1.2284005880355835,16.486019134521484,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 7.0, 8.0, 11.0, 28.0, 26.0, 53.0, 84.0, 186.0, 817.0, 2329.0, 3673.0, 1759.0, 135.0, 45.0, 11.0, 12.0, 6.0, 8.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",7.369569301605225,-6.676177501678467
5,Clip_3,Clip,True,True,False,167,0.0,0.0,0.0,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0
6,Clip_3,Clip,True,True,False,168,1.6546902088521165e-06,-0.007718086242675781,0.0,,,"[9216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.007718086242675781,-0.007718086242675781,5.992281436920166,4.768630219587067e-07,0.9998371601104736,-2.0002174377441406,"[9216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.992281913757324,5.992281913757324,6.0,0.0,,,"[9216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6.0,6.0
7,Clip_3,Clip,False,False,True,169,8.83060711203143e-05,-4.300092768971808e-05,0.009477428160607815,0.009355788119137287,-0.12831878662109375,"[1.0, 0.0, 1.0, 2.0, 1.0, 14.0, 24.0, 72.0, 132.0, 200.0, 329.0, 493.0, 632.0, 735.0, 823.0, 775.0, 1287.0, 837.0, 789.0, 627.0, 527.0, 376.0, 244.0, 158.0, 80.0, 17.0, 24.0, 10.0, 4.0, 1.0, 0.0, 1.0]",0.040419191122055054,-0.041229188442230225,0.885205864906311,0.48342815041542053,1.2776492834091187,9.24429988861084,"[696.0, 603.0, 835.0, 1039.0, 1820.0, 1431.0, 1338.0, 910.0, 327.0, 62.0, 47.0, 30.0, 20.0, 12.0, 2.0, 5.0, 4.0, 6.0, 5.0, 2.0, 3.0, 3.0, 4.0, 5.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",5.992281913757324,0.0,0.8852488398551941,0.4831492602825165,1.2808146476745605,9.304585456848145,"[716.0, 627.0, 836.0, 1063.0, 1835.0, 1405.0, 1337.0, 902.0, 280.0, 62.0, 45.0, 29.0, 22.0, 11.0, 2.0, 5.0, 4.0, 5.0, 6.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",6.0,0.0
8,Conv_4,Conv,False,True,False,169,8.83060711203143e-05,-4.300092768971808e-05,0.009477428160607815,0.009355788119137287,-0.12831878662109375,"[1.0, 0.0, 1.0, 2.0, 1.0, 14.0, 24.0, 72.0, 132.0, 200.0, 329.0, 493.0, 632.0, 735.0, 823.0, 775.0, 1287.0, 837.0, 789.0, 627.0, 527.0, 376.0, 244.0, 158.0, 80.0, 17.0, 24.0, 10.0, 4.0, 1.0, 0.0, 1.0]",0.040419191122055054,-0.041229188442230225,0.885205864906311,0.48342815041542053,1.2776492834091187,9.24429988861084,"[696.0, 603.0, 835.0, 1039.0, 1820.0, 1431.0, 1338.0, 910.0, 327.0, 62.0, 47.0, 30.0, 20.0, 12.0, 2.0, 5.0, 4.0, 6.0, 5.0, 2.0, 3.0, 3.0, 4.0, 5.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",5.992281913757324,0.0,0.8852488398551941,0.4831492602825165,1.2808146476745605,9.304585456848145,"[716.0, 627.0, 836.0, 1063.0, 1835.0, 1405.0, 1337.0, 902.0, 280.0, 62.0, 45.0, 29.0, 22.0, 11.0, 2.0, 5.0, 4.0, 5.0, 6.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0]",6.0,0.0
9,Conv_4,Conv,True,True,False,307,6.932327232789248e-05,6.801757990615442e-05,0.014914576895534992,-0.06197924166917801,-1.0526978969573975,"[243.0, 297.0, 477.0, 216.0, 0.0, 108.0, 99.0, 72.0, 531.0, 621.0, 423.0, 369.0, 0.0, 261.0, 324.0, 351.0, 108.0, 360.0, 198.0, 765.0, 216.0, 360.0, 378.0, 234.0, 135.0, 297.0, 225.0, 207.0, 198.0, 306.0, 324.0, 513.0]",0.02520442008972168,-0.027173280715942383,-0.09611296653747559,1.7893048524856567,-0.2722557485103607,6.384254455566406,"[297.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.0, 297.0, 117.0, 711.0, 612.0, 855.0, 2718.0, 1953.0, 558.0, 216.0, 0.0, 243.0, 198.0, 108.0, 0.0, 135.0, 0.0, 0.0, 99.0, 0.0, 0.0, 0.0, 0.0, 72.0]",7.587664604187012,-6.433019638061523,-0.09618102014064789,1.7887471914291382,-0.2601794898509979,6.351799011230469,"[297.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.0, 297.0, 117.0, 846.0, 477.0, 855.0, 3060.0, 1692.0, 477.0, 216.0, 0.0, 243.0, 198.0, 108.0, 0.0, 135.0, 0.0, 0.0, 99.0, 0.0, 0.0, 0.0, 0.0, 72.0]",7.600403308868408,-6.420281410217285
