577	377	127	73
587	368	107	76
588	363	101	81
585	364	101	83
581	359	106	78
586	354	98	86
584	353	93	85
581	351	97	80
580	351	97	88
574	348	103	79
573	351	99	82
567	347	103	84
560	350	111	83
556	349	113	78
552	354	117	83
559	354	110	77
558	359	111	78
559	354	104	80
558	358	106	80
555	354	109	80
560	357	102	80
554	352	104	83
559	349	97	84
556	350	104	82
556	349	103	84
555	349	102	83
552	352	103	80
552	353	99	80
548	352	107	79
552	351	99	81
548	351	102	78
545	349	105	78
548	346	98	79
543	350	105	75
542	347	101	76
546	353	94	74
541	352	94	77
550	359	84	78
542	357	89	78
549	358	84	80
543	367	86	81
545	365	84	81
540	370	85	76
544	370	80	76
541	373	85	70
534	376	90	71
538	381	88	69
536	383	84	69
539	383	82	70
536	385	87	68
535	385	82	69
535	386	83	69
533	391	79	68
532	390	81	70
532	394	76	74
536	400	72	74
532	407	75	80
531	415	74	75
535	414	67	76
531	421	73	77
532	428	69	71
527	433	73	71
523	438	78	78
525	439	74	72
521	441	74	69
514	442	75	68
508	442	80	69
505	442	77	67
507	442	76	67
501	442	78	66
497	446	82	66
496	449	81	68
493	450	77	65
492	449	77	65
490	450	78	66
489	450	74	64
486	451	73	62
484	452	75	59
486	452	74	59
483	452	73	60
481	454	75	57
472	442	75	69
466	452	74	56
467	449	74	62
473	456	70	55
468	454	73	58
469	452	73	60
467	451	71	60
464	450	78	61
464	448	72	63
458	437	71	67
456	431	76	73
455	421	69	61
456	420	73	64
456	419	66	64
453	414	70	66
456	413	65	65
453	412	63	64
455	414	63	61
451	410	66	64
450	411	67	65
448	407	67	67
448	408	68	67
449	407	68	67
445	405	71	67
451	406	66	66
446	404	71	64
443	405	76	63
442	404	75	63
450	405	66	61
444	403	74	64
442	403	75	65
449	404	71	63
445	402	79	64
447	400	82	67
445	400	84	69
446	401	85	67
457	400	80	72
456	402	80	68
466	401	77	68
481	401	82	71
482	410	81	71
491	413	82	81
491	418	96	89
503	401	93	84
515	402	100	84
531	400	99	81
538	407	92	79
535	407	98	76
529	403	99	78
530	403	96	75
534	403	93	76
534	401	87	73
536	403	88	75
536	400	90	69
538	402	85	64
547	400	77	63
552	400	76	65
556	401	74	65
550	396	75	68
559	398	71	62
555	397	77	62
560	401	75	61
559	402	77	60
560	405	77	58
560	404	79	63
562	405	78	63
566	404	75	64
566	404	74	64
566	403	76	66
570	402	76	67
570	401	72	69
568	400	77	69
567	399	77	71
570	398	74	74
570	397	72	73
570	398	76	71
568	400	80	73
568	399	81	71
569	400	80	73
564	397	88	80
571	402	80	75
572	402	82	76
568	400	86	78
573	402	84	77
573	396	79	79
572	395	83	81
572	395	84	84
579	397	72	80
573	394	83	87
574	396	82	84
574	394	83	86
578	399	77	74
575	397	80	81
574	396	83	81
579	401	83	82
578	399	87	75
579	398	88	76
579	399	87	76
579	399	87	74
581	399	88	72
589	400	80	71
586	398	84	74
589	399	81	73
592	398	79	76
593	398	80	77
594	400	81	78
594	399	85	78
593	400	80	80
601	401	78	79
596	399	85	85
599	401	82	76
599	399	88	80
599	400	90	76
604	399	82	77
602	395	87	75
604	392	88	76
605	390	83	74
608	389	80	75
608	389	80	74
610	385	78	76
615	383	69	75
617	382	67	73
613	380	72	75
618	379	67	80
617	381	69	75
616	379	69	82
617	379	67	74
614	378	72	70
611	375	72	69
606	371	79	79
608	366	76	85
606	362	78	88
612	372	71	88
605	364	79	85
609	365	72	82
606	366	78	84
606	366	78	81
605	367	79	82
606	366	81	78
604	364	80	78
604	364	79	75
602	361	78	78
605	359	76	81
603	360	82	82
599	359	83	86
605	360	78	82
598	359	85	77
598	360	86	77
596	358	90	78
594	355	94	80
593	356	94	76
593	357	90	77
593	356	94	75
592	353	95	78
594	353	95	73
594	349	95	78
595	347	94	79
600	351	87	72
598	346	91	78
602	344	85	76
601	341	87	83
605	338	82	83
603	340	87	85
609	339	78	83
603	339	87	86
604	338	90	81
603	339	89	79
604	340	90	80
600	340	96	79
599	337	92	79
604	336	87	76
604	334	88	79
604	333	86	78
608	329	82	83
604	328	88	87
609	327	80	83
607	328	84	79
606	323	81	82
605	324	80	78
602	321	83	82
608	322	77	91
606	322	83	85
607	322	80	79
608	322	78	76
610	318	77	80
611	318	78	76
612	320	77	73
610	316	78	76
617	315	74	78
618	313	73	77
618	312	73	78
620	313	71	79
618	309	73	80
620	308	72	77
619	308	77	75
620	305	72	83
619	305	73	79
622	307	73	75
619	305	73	72
623	302	68	72
624	295	66	74
626	298	65	72
627	295	66	76
628	287	65	82
630	279	65	90
633	270	65	84
632	270	66	85
634	267	65	83
641	267	65	74
643	261	63	77
644	265	64	80
644	263	63	81
647	263	68	79
655	255	66	81
674	251	66	80
682	238	67	73
685	241	65	70
699	226	61	78
720	225	69	75
737	220	57	78
742	216	62	96
742	210	65	102
750	204	67	102
765	197	66	106
780	187	68	109
795	177	67	108
792	187	71	99
806	167	75	116
808	144	81	141
810	144	97	138
817	135	92	125
822	141	88	115
835	127	92	142
833	115	98	146
830	91	102	148
832	73	101	154
830	72	102	156
833	56	104	164
830	49	91	156
813	52	85	143
806	65	76	132
803	65	87	145
796	83	85	136
782	98	84	132
753	114	88	133
742	130	87	133
741	121	92	139
723	139	94	136
707	158	88	119
703	173	87	111
700	175	74	111
699	166	85	120
693	170	77	127
693	161	87	133
692	162	86	126
699	161	74	118
697	162	79	119
695	157	76	123
698	159	69	112
696	166	66	114
692	176	68	107
694	169	65	115
690	177	63	103
687	188	64	98
684	193	67	102
681	197	63	100
683	195	62	103
683	200	59	99
679	205	60	98
676	207	57	95
673	209	58	99
671	208	59	100
668	209	56	96
666	217	58	94
665	216	55	94
666	221	53	88
664	218	52	87
663	226	47	79
662	232	47	72
660	234	45	69
658	242	46	67
658	237	46	71
656	244	42	61
655	248	40	57
655	254	42	51
656	259	38	49
654	253	41	55
654	259	39	56
654	253	39	65
654	261	38	57
653	268	37	50
653	267	37	50
654	272	35	48
652	275	33	46
651	278	34	45
650	279	34	45
650	275	33	51
644	278	34	46
644	274	32	46
641	274	31	45
639	274	29	43
638	272	30	46
637	275	29	43
636	276	28	40
635	279	28	38
633	279	28	39
633	276	27	43
632	282	27	37
632	285	27	34
632	288	24	31
632	289	24	32
632	288	24	31
633	291	23	28
633	292	20	27
633	295	19	25
633	298	18	24
633	295	17	28
632	300	19	25
632	302	15	24
632	297	14	29
630	300	12	27
629	305	15	22
629	305	15	21
629	304	15	23
628	308	15	20
628	311	14	19
627	310	13	19
625	313	12	17
625	314	13	17
620	309	19	20
618	309	20	19
624	313	17	15
617	307	18	20
617	307	19	20
616	312	19	15
619	312	14	15
619	311	14	17
620	316	13	15
620	315	13	14
621	312	12	17
621	314	12	16
621	312	12	17
621	314	12	16
621	312	12	16
621	314	12	14
621	312	11	17
621	311	12	16
621	312	12	13
622	311	11	15
622	310	12	14
622	312	13	15
623	312	13	13
623	309	11	18
623	307	12	17
622	310	12	16
622	311	12	15
623	309	11	16
622	309	12	18
621	307	12	17
620	306	13	18
619	308	14	15
620	306	14	18
618	307	16	17
618	303	14	19
619	304	14	17
617	304	15	16
618	305	14	15
616	306	15	16
617	305	14	17
617	307	14	15
617	307	14	14
617	308	13	14
615	306	15	14
616	306	15	14
616	306	15	14
616	306	14	14
617	306	13	14
614	304	16	15
615	304	16	14
616	304	15	14
614	303	16	15
614	303	15	15
613	303	16	15
614	304	16	14
613	304	16	14
614	303	15	15
614	304	14	15
613	304	15	14
612	302	16	16
609	302	18	16
611	301	18	17
611	302	17	16
610	302	17	15
611	302	15	15
610	301	17	16
611	301	15	17
609	300	16	17
609	301	15	17
609	301	15	16
608	299	16	17
609	300	15	16
609	301	15	16
609	300	15	18
608	298	17	18
608	299	16	17
609	300	15	16
609	301	14	16
608	299	15	17
608	298	15	16
609	299	13	14
609	300	13	15
608	300	14	15
607	299	13	17
608	301	15	15
608	302	12	13
607	299	13	15
