236	45	318	638
242	74	417	560
208	59	357	585
247	81	449	577
195	66	324	591
237	31	331	640
263	80	342	545
230	37	389	631
267	55	365	587
211	63	389	585
264	77	314	553
231	19	386	686
272	63	325	587
247	48	357	612
266	63	345	562
257	56	354	604
265	63	339	564
255	61	365	596
268	64	380	567
216	66	347	582
245	80	411	552
264	59	309	578
264	65	367	603
265	64	329	564
267	68	421	584
208	66	317	576
248	40	416	616
288	46	235	594
270	38	268	626
268	56	351	630
272	69	365	559
229	68	423	560
285	55	322	563
261	63	371	580
282	63	369	554
218	72	389	580
277	90	338	545
262	55	328	565
280	71	426	586
209	76	339	570
249	78	411	560
286	60	326	564
272	67	341	567
282	72	351	543
235	73	401	550
290	69	346	553
232	77	411	542
293	70	335	552
240	77	391	528
295	71	338	535
234	83	426	553
297	72	350	550
238	78	362	543
285	89	326	519
272	70	359	567
291	72	350	530
237	76	409	544
302	74	330	547
248	81	389	543
297	76	335	544
249	78	385	529
296	69	352	539
237	77	349	548
280	94	330	511
282	68	357	563
291	69	325	535
292	74	358	556
270	75	305	536
288	89	412	528
237	77	303	541
274	70	388	559
301	62	244	549
293	44	266	609
289	86	377	506
244	76	350	547
289	93	315	509
290	66	331	539
303	72	335	521
250	79	369	529
308	91	307	509
284	59	341	564
309	72	332	515
250	83	401	530
314	80	320	525
262	85	367	513
312	85	305	508
275	82	346	534
304	83	314	514
299	80	329	527
303	79	323	497
298	73	323	538
309	80	322	505
270	81	355	509
321	88	301	495
268	76	342	534
317	99	300	492
280	62	337	539
325	86	305	494
271	92	372	515
314	82	303	505
300	80	343	529
312	78	291	506
315	87	312	525
297	78	301	508
312	87	312	507
309	82	321	501
311	79	337	504
289	79	316	522
318	94	292	482
303	80	333	524
319	81	302	500
310	82	329	521
320	83	300	500
313	85	343	514
305	80	289	510
318	95	321	489
290	89	337	497
325	89	320	488
275	92	362	505
331	97	293	491
290	75	337	506
337	89	309	482
281	99	315	497
312	107	297	471
319	77	310	507
325	82	306	496
314	83	314	505
327	86	332	485
274	91	312	491
318	112	300	457
322	91	306	503
327	93	303	474
304	90	328	499
330	91	315	474
279	96	359	491
337	100	293	486
288	88	343	480
343	96	300	469
292	102	306	486
320	108	274	460
330	81	384	511
269	83	279	499
307	97	224	497
323	60	213	525
326	94	206	510
337	71	188	511
342	60	212	521
338	91	205	516
346	70	191	519
334	74	198	526
340	60	196	544
337	59	195	552
339	55	200	553
336	64	200	553
340	56	194	533
338	67	191	532
343	59	198	533
338	68	197	537
343	58	197	534
340	75	197	527
345	62	199	534
339	71	211	525
340	75	206	510
337	66	213	528
337	100	218	502
350	67	188	513
341	69	203	512
340	82	204	505
348	62	191	523
339	69	199	523
340	61	197	516
340	84	200	502
348	64	195	523
341	88	197	511
349	72	191	501
343	69	194	517
344	62	208	521
338	116	206	487
350	88	187	491
355	74	183	512
355	69	180	524
355	68	182	523
352	69	183	525
354	66	181	529
355	66	180	530
355	66	180	530
355	67	179	529
356	68	179	528
355	69	179	526
354	69	180	527
356	68	181	526
352	72	184	524
354	68	182	530
356	67	178	532
351	74	186	521
347	76	193	520
365	94	179	504
336	99	208	502
188	29	351	554
191	40	367	523
212	42	352	531
240	42	342	558
296	29	291	559
301	50	279	525
314	60	276	493
285	54	291	539
320	63	265	499
287	62	290	527
310	68	281	522
291	70	279	510
333	74	252	498
273	71	288	515
311	71	281	509
292	68	281	512
329	74	265	494
285	72	300	520
334	64	268	528
291	66	294	523
328	67	272	524
287	68	296	522
298	70	299	521
255	55	339	543
234	35	370	568
231	34	377	565
167	18	435	518
115	0	522	532
36	0	667	573
37	9	941	598
113	4	1012	631
43	13	1058	667
25	0	1117	707
33	24	1105	695
67	45	1064	674
43	46	1047	673
62	43	1166	676
32	99	1197	620
55	55	1091	664
126	87	1042	632
108	76	1042	643
160	94	1022	625
125	88	1070	631
98	96	1113	623
