181	240	309	478
207	243	306	476
215	237	305	475
208	231	304	476
212	233	306	478
222	219	308	484
239	239	306	481
247	243	307	473
248	249	307	465
249	265	312	455
256	270	310	450
253	286	311	441
248	283	308	436
247	288	308	431
248	292	306	427
226	303	311	423
188	292	308	423
186	304	314	417
171	298	313	415
168	307	319	411
124	300	320	409
113	296	318	409
98	297	316	410
90	300	312	409
83	300	310	408
73	301	306	407
71	299	300	406
73	304	296	404
74	299	293	403
77	294	290	403
75	296	289	402
71	287	286	406
59	286	283	412
41	278	282	414
22	281	283	412
5	281	281	412
-4	285	279	411
-11	288	273	413
-12	294	267	410
-4	286	262	409
-1	293	259	402
-4	293	256	399
-7	287	252	401
-6	286	250	403
-12	278	246	407
-11	276	243	414
-6	279	246	420
12	279	246	424
16	267	248	430
18	268	253	433
26	259	258	438
32	261	261	440
38	255	266	442
54	246	267	447
67	244	272	450
80	239	274	454
86	234	277	459
90	230	285	464
104	228	293	468
127	224	301	475
131	223	311	481
138	224	321	491
121	219	322	497
136	232	326	495
138	239	328	489
149	241	327	481
151	243	326	477
172	249	319	468
180	254	312	463
187	265	309	455
203	271	308	448
219	281	313	442
237	318	332	424
213	319	341	416
237	339	357	402
243	362	373	385
251	378	387	370
241	388	395	357
241	399	395	345
238	407	393	334
290	414	395	323
290	418	393	314
291	424	391	306
302	435	391	299
354	437	388	293
420	457	403	280
543	466	414	271
601	455	412	271
608	458	414	271
617	455	420	270
632	452	427	270
631	449	433	271
636	456	453	266
627	460	474	261
667	457	493	259
653	456	509	259
650	452	521	262
644	451	533	265
646	444	540	268
668	435	535	274
690	430	530	280
703	427	525	284
709	429	518	287
709	426	513	289
704	424	509	290
743	419	500	296
759	420	489	301
767	415	478	304
770	407	467	304
767	413	456	302
768	421	448	297
768	426	442	292
819	397	407	307
851	390	381	319
866	391	365	322
868	377	356	331
875	378	352	336
877	358	349	347
877	360	348	352
878	357	347	357
880	352	346	362
881	354	345	364
883	353	345	365
885	351	347	367
893	358	348	364
898	357	346	363
901	361	345	362
897	360	343	361
902	363	343	360
902	364	344	358
907	364	343	357
907	366	342	354
907	368	341	352
904	367	340	352
901	359	337	356
916	366	336	356
904	358	335	359
895	340	334	367
892	331	332	376
895	321	329	384
893	314	327	389
902	315	329	395
899	312	333	399
898	309	333	403
901	306	334	406
898	297	334	412
899	292	335	416
906	292	338	423
911	288	344	424
913	291	348	423
912	291	351	423
912	303	354	417
905	309	356	411
909	316	356	403
909	329	357	393
908	335	356	383
891	351	356	376
903	350	356	368
888	342	354	366
898	355	353	359
900	354	353	355
897	353	353	351
898	358	352	349
900	358	351	346
902	363	350	344
905	365	351	341
902	363	350	340
907	378	351	337
905	377	351	335
907	379	351	332
908	386	354	328
904	393	357	324
901	384	352	324
901	376	351	326
901	382	350	325
899	372	347	328
897	376	343	330
892	371	339	331
896	370	336	333
890	362	333	336
890	368	332	337
889	371	330	337
887	369	329	339
864	377	330	339
835	370	332	338
839	369	337	338
841	366	340	340
828	365	345	339
810	370	349	338
799	377	353	336
789	378	353	337
787	383	356	336
786	391	359	333
793	395	365	328
796	398	370	323
802	394	372	321
800	394	375	320
801	386	372	324
804	385	370	326
797	377	368	331
790	369	369	336
775	363	373	339
762	356	375	342
751	350	383	343
736	353	389	343
723	346	392	342
720	352	392	341
720	347	395	340
724	351	397	340
710	353	402	343
705	350	408	345
709	351	413	346
701	355	417	347
698	353	418	349
687	363	424	347
678	369	430	344
676	377	436	339
672	377	439	337
667	382	443	333
662	385	448	330
657	384	453	328
646	381	457	328
637	382	463	330
622	383	472	331
622	382	474	333
630	383	474	335
635	381	476	335
632	377	480	337
625	380	484	340
623	377	487	342
628	376	490	344
625	380	490	344
618	378	491	343
606	373	495	343
594	378	500	341
578	373	502	342
569	374	499	343
548	377	500	342
527	375	498	340
526	376	498	342
520	375	499	346
521	368	496	348
513	367	499	350
508	368	501	351
490	373	502	351
471	378	509	348
454	399	530	336
443	403	544	326
439	415	560	317
475	409	564	313
456	413	574	308
435	420	585	305
477	423	582	307
404	428	590	302
395	435	594	299
335	449	608	291
327	454	623	283
324	451	634	277
318	466	646	271
275	472	658	263
273	479	668	258
278	481	681	251
258	481	688	246
260	486	696	243
268	486	702	239
282	484	709	236
320	481	713	236
312	481	718	236
321	478	717	238
326	477	719	238
325	477	721	239
338	474	719	241
366	460	703	249
385	456	685	259
404	449	667	268
446	443	652	275
435	450	653	275
439	440	638	280
443	443	637	279
464	439	629	280
479	434	622	280
492	426	618	280
493	422	617	285
479	417	616	288
465	407	616	293
460	406	616	296
481	404	613	297
492	399	608	297
497	400	603	298
489	399	602	298
488	400	598	296
484	402	596	296
491	409	592	294
527	414	591	290
524	417	587	285
523	418	583	282
547	411	554	297
